text,label

"Good evening, this is David from the Local Police Department. We’re contacting you because your number has been linked to a recent fraud case. What?! That’s impossible. We need to verify your identity to clear your name. Please provide your social security number. Okay, my SSN is 123-45-6789. Thank you. We’ll update our records immediately.",1

"Hello, this is Peter from the Government Grant Department. You’ve been selected for a $5,000 grant as part of our financial aid program. Wow, really? Yes, we just need to confirm your bank details to transfer the amount. Can you share your account number? Alright, my account is 98765432. Thank you. You’ll receive the grant shortly.",1

"Hi, this is Rachel from SecureBank. We’ve identified a security breach on your account. A security breach?! Yes, someone attempted to log in. To ensure your account is safe, please provide your online banking username and password. Oh no! My username is user123, and my password is pass456. Thank you. We’ll secure your account immediately.",1

"Hello, this is Samantha from the Travel Rewards Program. You’ve earned 50,000 bonus points, but they’ll expire unless you redeem them today. Really? I didn’t know that. Yes, we just need your credit card details to apply the points to your account. Can you share your card number? Okay, my card number is 1234-5678-9876-5432. Thank you. Your points are now redeemed.",1

"Hi, dear. It’s your mom! Have you eaten today? You always forget to eat when you’re busy. Hi, mom! Yes, I had lunch. Are you sure? What did you eat? It better not be just instant noodles again. No, mom, I had a proper meal. Chicken curry and rice. Oh, that’s good! You know, I was just thinking about how you used to love my chicken curry when you were little. I should make it for you when you visit next time. When are you coming home, by the way? I miss you so much. I’ll visit soon, mom. Maybe next weekend. Okay, let me know in advance so I can prepare all your favorite dishes. And don’t forget to take care of yourself, alright? Yes, mom. I promise.",0

"Hello, beta. It’s your aunty. How are you? Did you get the kurta I sent you? Hi, aunty! Yes, I did. It’s beautiful. Thank you! I’m so glad you liked it. You know, I saw it in the market and immediately thought of you. It’s such a lovely color, and I know it’ll look great on you. Have you worn it yet? Not yet, aunty. I’m saving it for a special occasion. Oh, that’s wonderful! By the way, how’s your mom doing? I spoke to her last week, and she mentioned she wasn’t feeling well. She’s doing better now. Thank you for asking. That’s good to hear. Make sure to call her often, okay? And don’t forget to eat properly. You’re looking too thin in your photos!",0

"Hey! It’s me, your best friend. Guess what? What happened? I finally asked her out, and she said yes! Oh my God, really? That’s amazing! Tell me everything. So, I took her to that café we always go to, and I just casually asked if she’d like to go out for dinner sometime. And she said yes! I’m so happy for you! When’s the dinner? This Saturday. I’m nervous, though. Don’t be! Just be yourself. She already likes you, so you’ve got nothing to worry about. Thanks, I needed that pep talk.",0

"Hi, sweetheart. It’s dad. How’s your project coming along? Hi, dad! It’s going well, but it’s a lot of work. I can imagine. When’s it due? Next Friday. I still have a lot to do. Don’t stress too much. Just take it one step at a time. You’re doing great. Thanks, dad. I really needed to hear that. Always, kiddo. And don’t forget to take breaks. Your health is more important than anything else.",0

"Hello, darling! It’s grandma. Have you been eating properly? Hi, grandma! Yes, I have. Don’t lie to me. You always skip meals when you’re busy. No, grandma, I promise I’m eating well. You better be. And remember to drink lots of water. Yes, grandma. I’ve been drinking plenty of water. Good. I don’t want to hear that you’ve fallen sick again.",0

"Hi, it’s your cousin. How’s college life treating you? Hey! It’s great, but also very hectic. I can imagine. Are you making any new friends? Yeah, I’ve met a few people in my classes. That’s good. Just don’t forget about your old friends and family, alright? Never! You’re stuck with me for life.",0

"Hey, it’s your neighbor, Tom. Did you hear about the new park they’re building nearby? Hi, Tom! No, I didn’t. Yeah, it’s supposed to have a jogging track, a kids’ play area, and even a small café. That sounds amazing! I can’t wait to check it out. Me too. It’s going to be great for the community.",0

"Hi, it’s your sister. Did you see the pictures I sent you? Hey! Yes, I did. They’re beautiful. Where did you take them? At the new garden downtown. It’s so peaceful there. You should visit it when you have time. I definitely will. Thanks for sharing!",0

"Hello, it’s me again. Did you finish reading that book I lent you? Hi! Not yet, but I’m almost done. It’s so good. I’m glad you’re enjoying it. Let me know when you’re done. I can’t wait to discuss it with you. Will do!",0

"Hello, whenever you go  to the market from office, bring 1 kilo wheat floor because it has finished. also bring grocery items , spices and  vegetables",0

"Hello, this is Mike from your bank. We’ve noticed some suspicious activity on your account. Oh no, what happened? Someone tried to make a $1,000 purchase on your card. To secure your account, we need to verify your identity. Can you confirm your account number and PIN? Okay, my account number is 12345678, and my PIN is 9876. Thank you. Your account is now secure.",1

"Hi, this is Sarah from the Credit Card Department. We’ve detected unusual activity on your card. What kind of activity? A transaction for $500 was flagged as suspicious. To verify, can you confirm your card number and CVV? Alright, my card number is 1234-5678-9876-5432, and my CVV is 123. Thank you. We’ll block the transaction immediately.",1

"Good afternoon, this is Alex from the Tax Department. We’ve noticed discrepancies in your tax filing. What discrepancies? It seems you owe $2,000 in unpaid taxes. To resolve this, we need to verify your social security number. Okay, my SSN is 123-45-6789. Thank you. We’ll process this right away.",1

"Hi, this is Lisa from XYZ Telecom. We’ve detected unauthorized access to your account. What should I do? To secure your account, we need to verify your username and password. My username is user123, and my password is pass456. Thank you. Your account is now safe.",1

"Hello, this is David from the Health Insurance Office. We’re updating our records and need to verify your policy details. What do you need? Please confirm your policy number and date of birth. Okay, my policy number is 987654321, and my DOB is 01/01/1980. Thank you. Your policy is now updated.",1

"Hi, this is Emma from SecureBank. We’ve noticed a login attempt from a foreign location. Was that you? No, it wasn’t. To secure your account, we need to verify your online banking credentials. My username is myname123, and my password is securepass. Thank you. Your account is now protected.",1

"Good evening, this is Peter from the Local Police Department. Your phone number has been linked to a fraud case. What?! That’s impossible. To clear your name, we need to verify your identity. Please provide your social security number. Okay, my SSN is 123-45-6789. Thank you. We’ll update our records immediately.",1

"Hello, this is Rachel from the Government Benefits Office. We’re reviewing your eligibility for a new program. Really? Yes, but we need to verify your bank account details to process your application. My account number is 654321987. Thank you. Your application is now complete.",1

"Hi, this is Kevin from the Loan Department. Your loan application has been pre-approved. That’s great! To finalize it, we need your bank account number and routing number. Okay, my account number is 12345678, and my routing number is 987654. Thank you. Your loan will be processed shortly.",1

"Good morning, this is Laura from the Rewards Program. You’ve earned 50,000 bonus points, but we need to verify your account to apply them. What do you need? Please provide your credit card number and expiration date. Okay, my card number is 1234-5678-9876-5432, and the expiration date is 12/25. Thank you. Your points are now redeemed.",1

"Hi, dear. It’s your mom! Have you been eating properly? You always forget to eat when you’re busy. Hi, mom! Yes, I had lunch. Are you sure? What did you eat? It better not be just instant noodles again. No, mom, I had a proper meal. Chicken curry and rice. Oh, that’s good! You know, I was just thinking about how you used to love my chicken curry when you were little. I should make it for you when you visit next time. When are you coming home, by the way? I miss you so much. I’ll visit soon, mom. Maybe next weekend. Okay, let me know in advance so I can prepare all your favorite dishes. And don’t forget to take care of yourself, alright? Yes, mom. I promise.",0

"Hello, beta. It’s your aunty. How are you? Did you get the kurta I sent you? Hi, aunty! Yes, I did. It’s beautiful. Thank you! I’m so glad you liked it. You know, I saw it in the market and immediately thought of you. It’s such a lovely color, and I know it’ll look great on you. Have you worn it yet? Not yet, aunty. I’m saving it for a special occasion. Oh, that’s wonderful! By the way, how’s your mom doing? I spoke to her last week, and she mentioned she wasn’t feeling well. She’s doing better now. Thank you for asking. That’s good to hear. Make sure to call her often, okay? And don’t forget to eat properly. You’re looking too thin in your photos!",0

"Hey! It’s me, your best friend. Guess what? What happened? I finally asked her out, and she said yes! Oh my God, really? That’s amazing! Tell me everything. So, I took her to that café we always go to, and I just casually asked if she’d like to go out for dinner sometime. And she said yes! I’m so happy for you! When’s the dinner? This Saturday. I’m nervous, though. Don’t be! Just be yourself. She already likes you, so you’ve got nothing to worry about. Thanks, I needed that pep talk.",0

"Hi, sweetheart. It’s dad. How’s your project coming along? Hi, dad! It’s going well, but it’s a lot of work. I can imagine. When’s it due? Next Friday. I still have a lot to do. Don’t stress too much. Just take it one step at a time. You’re doing great. Thanks, dad. I really needed to hear that. Always, kiddo. And don’t forget to take breaks. Your health is more important than anything else.",0

"Hello, darling! It’s grandma. Have you been eating properly? Hi, grandma! Yes, I have. Don’t lie to me. You always skip meals when you’re busy. No, grandma, I promise I’m eating well. You better be. And remember to drink lots of water. Yes, grandma. I’ve been drinking plenty of water. Good. I don’t want to hear that you’ve fallen sick again.",0

"Hi, it’s your cousin. How’s college life treating you? Hey! It’s great, but also very hectic. I can imagine. Are you making any new friends? Yeah, I’ve met a few people in my classes. That’s good. Just don’t forget about your old friends and family, alright? Never! You’re stuck with me for life.",0

"Hey, it’s your neighbor, Tom. Did you hear about the new park they’re building nearby? Hi, Tom! No, I didn’t. Yeah, it’s supposed to have a jogging track, a kids’ play area, and even a small café. That sounds amazing! I can’t wait to check it out. Me too. It’s going to be great for the community.",0

"Hi, it’s your sister. Did you see the pictures I sent you? Hey! Yes, I did. They’re beautiful. Where did you take them? At the new garden downtown. It’s so peaceful there. You should visit it when you have time. I definitely will. Thanks for sharing!",0

"Hello, it’s me again. Did you finish reading that book I lent you? Hi! Not yet, but I’m almost done. It’s so good. I’m glad you’re enjoying it. Let me know when you’re done. I can’t wait to discuss it with you. Will do!",0

"Hello, how are you ,  i am fine, what about you, i am also fine living in the memories of you, oh madam , what madam! i am telling the reality , i can not forget you , i am alive just because of you , love you, oh madam do not flirt, oh, am i not your girlfriend ,yeah you are my life and my love",0

"Hi, this is Alex from Global Recruitment Services. We’ve reviewed your profile, and we believe you’re the perfect candidate for a high-paying remote job. That’s great! What’s the role? It’s a work-from-home position where you can earn $5,000 per week, with no prior experience required. All we need is a $200 registration fee to process your application. Can you make the payment today? Uh… okay, how do I pay? I’ll send you a link to complete the payment. Don’t miss this once-in-a-lifetime opportunity!",1

"Hello, this is Sarah from Premium Job Placements. We’ve shortlisted you for a managerial role in Dubai, with a $10,000 monthly salary. Wow, that’s amazing! What’s the next step? You’ll need to pay $300 for the visa processing fee. Once you pay, we’ll schedule your interview and finalize the process. Alright, send me the details. Great! I’ll share the payment link with you now.",1

"Hi, this is Emma from CareerBoost Agency. We’ve got an exclusive overseas job opportunity for you in Canada. Canada? That sounds interesting. Yes, it’s a well-paying job with a top company, but you need to pay $150 for your profile evaluation. Once we receive the payment, we’ll send you all the details. Uh… okay, I’ll think about it. Don’t take too long; this opportunity is limited.",1

"Good afternoon, this is David from Elite Placements. We’ve selected you for a remote data entry job that pays $2,000 per week. $2,000 per week? That sounds amazing. Yes, and there’s no prior experience required. To start, just pay a $100 application fee, and we’ll onboard you immediately. Can you pay today to secure the spot? Alright, send me the payment link.",1

"Hi, this is Laura from FastTrack Careers. We’ve found a high-paying job for you in the UK. The salary is $8,000 per month. Wow! What do I need to do? Just pay $250 for the background check and visa processing. Once that’s done, we’ll schedule your interview. Okay, I’ll send the money. Great! I’ll send you the payment details shortly.",1

"Hello, this is Kevin from WorkFromHome Solutions. We have a simple online job where you can earn $3,000 per week. That’s great! How do I apply? Just pay a $50 registration fee, and we’ll set up your profile for the job. Can you make the payment today? Sure, I’ll do it. Perfect! I’ll send you the payment link now.",1

"Hi, this is Rachel from Dream Jobs Agency. We’ve got an exclusive position for you with a leading tech company in Australia. That’s exciting! What do I need to do? You’ll need to pay $200 for the application processing. Once we receive it, we’ll move forward with your placement. Alright, send me the details. Thank you! I’ll share the payment link with you shortly.",1

"Good evening, this is Mike from CareerOpportunities Inc. We’ve reviewed your resume and believe you’re an ideal candidate for a $6,000-a-month remote job. That’s amazing! What’s the process? Pay a small registration fee of $150 to finalize your application, and we’ll start onboarding you. Okay, I’ll pay the fee. Perfect! I’ll send you the payment instructions.",1

"Hi, this is Lisa from TopPlacements Global. We’ve selected you for a prestigious overseas job with a $100,000 annual salary. That’s incredible! What’s the next step? You’ll need to pay $500 for visa processing and documentation. Once that’s done, we’ll handle the rest. Okay, send me the payment details. Great! I’ll forward the payment link right away.",1

"Hello, this is John from CareersWorld. We’ve got a remote job opportunity for you at $4,000 per week. That’s a lot of money! Yes, it’s a limited-time offer. To secure your spot, just pay $200 for the initial processing fee. Can you make the payment today? Sure, send me the link. Thank you! I’ll share the details now.",1

"Hi, this is Alex from ABC Corp. We’ve reviewed your application for the software engineer role, and we’d like to schedule an interview. That’s great! When is the interview? It’s on Thursday at 10:00 AM via Zoom. I’ll send you the invite shortly. Let me know if you have any questions. Thank you so much! I’ll be ready.",0

"Good afternoon, this is Rachel from HR at XYZ Enterprises. We’d like to confirm your availability for the online assessment next week. Yes, I’m available. Great! The test will be on Monday, and you’ll receive an email with the login details. Please let us know if you face any issues. Thank you! I’ll check my email.",0

"Hello, this is Emma from the Recruitment Team at TechWave. Congratulations! You’ve been shortlisted for the next round of interviews. Wow, thank you! What’s the next step? We’ll schedule a technical interview with our panel. I’ll send you the details via email. Sounds good! I’ll look out for the email.",0

"Hi, this is David from Global Placements. We received your application for the marketing manager role. I wanted to let you know that you’ve been selected for the final round of interviews. That’s amazing! When will it be? It’s scheduled for Friday at 3 PM. I’ll send you the invite shortly. Thank you so much! I’ll prepare for it.",0

"Good evening, this is Sarah from HR at BrightFuture Ltd. We’re inviting you to attend our virtual career fair next week. That sounds interesting! What’s the process? You’ll need to register online, and I’ll send you the link to join. It’s a great opportunity to meet our hiring managers. Thank you! I’ll register right away.",0

"Hi, this is Laura from BigTech Solutions. I’m calling to inform you that your online assessment has been scheduled for Wednesday. Oh, great! Thank you for letting me know. The link and instructions will be shared with you via email. Please reach out if you have any difficulties. Got it. I’ll check my email. Thanks again!",0

"Hello, this is Mike from TalentBridge Agency. You’ve been shortlisted for a consulting position with one of our clients. Congratulations! Wow, thank you! What’s the next step? We’ll arrange a discussion with the client next week. I’ll send you the details shortly. Sounds good! I’ll be ready.",0

"Hi, this is Lisa from the HR Department at AlphaTech. We’re conducting a skill evaluation for the role you applied for. The evaluation will be next Tuesday. Okay, I’ll mark my calendar. Thank you! You’ll receive an email with the test details. Let us know if you have any questions. I’ll check my email. Thanks!",0

"Good morning, this is John from CareersNow. We’d like to invite you to our placement drive happening this Saturday. That sounds exciting! What’s the location? It’s at our main office downtown. I’ll send you the registration link. Please let us know if you have any questions. Thank you! I’ll be there.",0

"Hi, this is Kevin from SoftSkills Academy. Congratulations! You’ve been selected for our internship program. That’s fantastic! What do I need to do? You’ll receive an onboarding email with all the details. Let us know if you need any help. Thank you! I’m looking forward to it.",0

"Hello, this is Officer Daniels from the Federal Crime Bureau. We’ve noticed suspicious activity linked to your social security number. What?! That’s impossible. We need to verify your identity immediately to avoid legal action. Please provide your SSN and bank account number. Uh… okay, my SSN is 123-45-6789, and my account number is 987654321. Thank you. This will help us resolve the issue promptly.",1

"Hi, this is Sarah from Global Lottery Services. Congratulations! You’ve won $50,000 in our lucky draw! Really? That’s amazing! To claim your prize, we need a $200 processing fee. Can you transfer it today? And also provide your bank account details to credit the winnings. Uh… okay, I’ll do it. Great! I’ll send you the payment link now.",1

"Hello, this is Kevin from SecureBank. We’ve noticed unauthorized login attempts on your account. Oh no! What should I do? To secure your account, we need to verify your username, password, and PIN. My username is user123, my password is pass456, and my PIN is 7890. Thank you. Your account is now safe.",1

"Hi, this is Lisa from the Visa Processing Department. Your work visa for Canada has been approved, but to complete the process, you need to pay a $300 administration fee. Can you make the payment today? Sure, send me the details. Thank you. I’ll forward the payment instructions.",1

"Good morning, this is James from the National Tax Office. You have an outstanding tax debt of $1,500. What? I thought I paid all my taxes! If this isn’t resolved immediately, legal action will be taken. Please provide your bank account details to settle the amount. Okay, here’s my account number: 12345678. Thank you. This will resolve the issue immediately.",1

"Hi, this is Rachel from Premium Careers. We’ve selected you for a high-paying job with a $10,000 monthly salary. Wow! That’s amazing! To secure the position, we need you to pay $250 for the background check. Can you pay today? Uh… okay, send me the details. Perfect! I’ll send you the payment link now.",1

"Hello, this is Alex from the Rewards Department. You’ve earned 100,000 bonus points, but they’ll expire soon unless you redeem them. That’s great! What do I need to do? Please share your credit card number and expiration date to apply the points. My card number is 9876-5432-1234-5678, and the expiration date is 12/24. Thank you! Your points are now redeemed.",1

"Hi, this is Emma from Dream Jobs Agency. We’ve found a lucrative overseas job for you with a $200,000 annual salary. That’s incredible! What’s the next step? You’ll need to pay a $500 visa processing fee and share your passport details. Once we confirm, we’ll send your offer letter. Okay, I’ll make the payment. Great! I’ll send you the payment link shortly.",1

"Good evening, this is Peter from TechGlobal Solutions. We’re offering an exclusive work-from-home job that pays $3,000 per week. That sounds fantastic! To proceed, you need to pay $100 for the training materials. Can you pay today? Sure, I’ll do it. Perfect! I’ll send you the payment link now.",1

"Hello, this is David from PrizeWorld. You’ve won a brand-new car! Wow, really? Yes, but to claim it, you need to pay a $150 registration fee and share your driving license details. Okay, I’ll send the payment. Thank you! I’ll forward the payment instructions now.",1

"Hi, dear. It’s your mom. Did you eat something today? You always forget to eat when you’re busy. Hi, mom! Yes, I had lunch. Are you sure? What did you eat? Just a sandwich, but I’ll eat more later. Don’t skip meals, okay? When are you coming home? I miss you. I’ll visit next weekend. Okay, let me know so I can prepare your favorite dishes. Love you, mom! Love you too, dear.",0

"Hello, beta. It’s your aunty. How are you? Hi, aunty! I’m good. How are you? I’m fine. Did you get the saree I sent you? Yes, I did. It’s beautiful. Thank you so much! Oh, I’m so glad. By the way, how’s your mom? She’s doing well. Thank you for asking! That’s good to hear. Take care, and don’t forget to visit me soon, okay? I will, aunty.",0

"Hey, it’s me, your best friend. Guess what? What happened? I finally got the promotion! Oh my God, that’s amazing! Tell me everything. So, my manager called me today and said I’ve been doing great work, so they promoted me to team lead. I’m so proud of you! When do you start? Next week. Let’s celebrate this weekend! Sure, let’s do it!",0

"Hi, sweetheart. It’s dad. How’s your project coming along? Hi, dad! It’s a lot of work, but I’m managing. When’s it due? Next Friday. Don’t stress too much, kiddo. You’ll do great. Thanks, dad. Love you! Love you too, my champ.",0

"Hello, darling! It’s grandma. Have you been drinking enough water? Hi, grandma! Yes, I have. Don’t lie to me. You always forget. No, grandma, I promise. Good. And don’t skip meals, okay? Yes, grandma. I’m eating properly. That’s my good kid.",0

"Hi, it’s your cousin. How’s life treating you? Hey! It’s good but busy. How about you? Same here. Are you coming to the family gathering next week? Yes, I’ll be there. Great! It’ll be fun to catch up with everyone. Absolutely. Can’t wait to see you!",0

"Hey, it’s your neighbor, Tom. Did you hear about the new supermarket opening nearby? Hi, Tom! No, I didn’t. Yeah, it’s supposed to have great discounts on opening day. That sounds awesome! Let’s check it out together. Sure, let’s do that.",0

"Hi, it’s your sister. Did you see the pictures I sent you? Hey! Yes, I did. They’re amazing. Where did you take them? At the beach last weekend. You should come with me next time. I’d love to. Let me know when you’re going again!",0

"Hello, it’s your brother. How’s everything going? Hey! Everything’s good. How about you? I’m good too. Just checking in. Are you free to grab lunch this weekend? Sure, let’s do it. Great! I’ll call you to confirm the time.",0

"Hi, it’s your friend. Did you finish that book I lent you? Hey! Not yet, but I’m almost done. It’s so good. I’m glad you’re enjoying it. Let me know when you’re done, and we’ll discuss it. Will do!",0

"Hello, this is Officer Ryan from the Traffic Enforcement Department. We’ve identified your car involved in violating a red light traffic rule last week. What? That’s not possible. We have photographic evidence of your vehicle. To avoid further penalties, you need to pay a fine of $250 immediately. How do I pay? You can pay using your bank account. Just provide your account number and routing details. Okay, my account number is 12345678, and the routing number is 987654. Thank you. The fine will be processed.",1

"Hi, this is Officer Miller from the Highway Patrol Department. Your vehicle has been flagged for overspeeding in a school zone. What? I wasn’t even near a school zone! We have your vehicle’s number plate on record. To avoid additional legal action, you must pay a $150 fine today. Can you transfer the amount to the given account? Uh… okay, send me the details. I’ll share the payment link with you now.",1

"Hello, this is Detective Sarah from the Traffic Violation Division. Your car was caught on camera parking in a no-parking zone. That’s impossible. I didn’t park there! We have clear evidence. To settle this matter and avoid legal complications, you need to pay a $200 fine immediately. Please share your bank details for processing. Uh… okay, my account number is 654321987. Thank you. Your payment will be processed shortly.",1

"Good afternoon, this is Officer Daniels from the City Traffic Department. Your vehicle has been flagged for driving without proper registration. What? I renewed my registration last month! It’s not updated in our system. To resolve this, you need to pay a $300 fine today. I’ll send you the payment instructions. Alright, send them to me. Thank you. I’ll forward the details now.",1

"Hi, this is Officer Kevin from the Traffic Penalty Agency. You were caught on camera violating a stop sign. That’s not true! I always stop. The violation is recorded, and you need to pay a $100 fine to avoid further legal action. Can you provide your account details to process the payment? Okay, here’s my account number: 789654123. Thank you. We’ll process this immediately.",1

"Hello, this is Officer Laura from the Speed Violation Department. Your car was overspeeding in a restricted zone. What? That’s not possible. We have video evidence, and the penalty is $250. Can you pay the fine right now? How? You can transfer it to our official account. I’ll send you the details. Okay, send them over.",1

"Hi, this is Officer Smith from the Local Traffic Authority. Your vehicle was involved in a hit-and-run case. What?! That’s a mistake! We have your license plate number recorded. To avoid legal complications, you need to pay a $500 fine immediately. Please share your bank details for processing. Alright, here’s my account number: 123987654. Thank you. The matter will be resolved.",1

"Good evening, this is Officer Brown from the City Traffic Department. You’ve been fined for violating a one-way traffic rule. That’s not possible. I didn’t! The violation is recorded, and you need to pay a $150 fine to settle the matter. Can you transfer it today? Uh… okay, send me the payment link. Thank you. I’ll forward it now.",1

"Hi, this is Officer Emma from the Parking Enforcement Team. Your car was parked illegally, blocking emergency access. What? That’s not true! We have photographic evidence. To settle this, you need to pay a $100 fine. Can you share your card details for payment? Okay, my card number is 1234-5678-9876-5432. Thank you. The payment will be processed.",1

"Hello, this is Officer Michael from the Traffic Regulation Authority. We’ve recorded your vehicle using a restricted lane. I’m sure I didn’t! We have photographic proof. To avoid further penalties, you must pay $200 immediately. How do I pay? You can pay via bank transfer. I’ll send you the details now.",1

"Hi, it’s your mom. Did you eat lunch today? Hi, mom! Yes, I did. What did you eat? Something healthy, I hope. Yes, mom, I had rice and curry. Oh, good! You always forget to take care of yourself when you’re busy. By the way, when are you coming home? I miss you. I’ll visit next weekend, mom. Great! Let me know so I can prepare all your favorite dishes. Love you! Love you too, mom.",0

"Hello, beta. It’s your aunty. How are you? Hi, aunty! I’m good. How are you? I’m fine. Did you get the kurta I sent you? Yes, I did. It’s beautiful. Thank you so much! Oh, I’m so glad you liked it. You know, I saw it in the market and immediately thought of you. It’s such a lovely color, and I know it’ll look great on you. Have you worn it yet? Not yet, aunty. I’m saving it for a special occasion. Oh, that’s wonderful! By the way, how’s your mom doing? She’s much better now. Thank you for asking.",0

"Hey, it’s me, your best friend. Guess what?! What happened? I finally got the job I was telling you about! Oh my God, really? That’s amazing! Tell me everything. So, they called me this morning and offered me the position. It’s a bit far from home, but the salary is worth it. I’m so proud of you! When do you start? Next Monday. Let’s celebrate this weekend! Sure, let’s do it!",0

"Hi, sweetheart. It’s dad. How’s your project coming along? Hi, dad! It’s going okay, but it’s a lot of work. I can imagine. When’s it due? Next Friday. Don’t stress too much, kiddo. Just take it one step at a time. You’re smarter than you think. Thanks, dad. You always know what to say. That’s what I’m here for. And don’t forget to take breaks, okay?",0

"Hello, darling! It’s grandma. Have you been drinking enough water? Hi, grandma! Yes, I have. Don’t lie to me. You always forget. No, grandma, I promise. Good. And don’t forget to eat properly, okay? Yes, grandma. I’m eating regularly. That’s my good child. Take care. Love you!",0

"Hi, it’s your cousin. How’s college life treating you? Hey! It’s good but hectic. How about you? Same here. Are you coming to the family gathering next week? Yes, I’ll be there. Great! It’ll be fun to catch up with everyone. Absolutely. Can’t wait to see you!",0

"Hey, it’s your neighbor, Tom. Did you hear about the new café that opened nearby? Hi, Tom! No, I didn’t. Yeah, it’s supposed to have amazing coffee and pastries. That sounds awesome! Let’s check it out this weekend. Sure, let’s do that.",0

"Hi, it’s your sister. Did you see the pictures I sent you? Hey! Yes, I did. They’re amazing. Where did you take them? At the park last weekend. You should come with me next time. I’d love to. Let me know when you’re going again!",0

"Hello, it’s your brother. How’s everything going? Hey! Everything’s good. How about you? I’m good too. Just checking in. Are you free to grab lunch this weekend? Sure, let’s do it. Great! I’ll call you to confirm the time.",0

"Hi, it’s your friend. Did you finish that book I lent you? Hey! Not yet, but I’m almost done. It’s so good. I’m glad you’re enjoying it. Let me know when you’re done, and we’ll discuss it. Will do!",0

"Hi, this is Alex from EasyLoan Services. You’ve been pre-approved for a loan of up to $100,000 with no credit check! That sounds good. What do I need to do? All we need is some verification. Can you provide your bank account number and ID proof? Uh… okay, my account number is 12345678. Perfect, we’ll process your loan immediately!",1

"Hello, this is Sarah from Global Placements. We’ve reviewed your profile and found a high-paying job opportunity for you in Dubai. That’s amazing! What do I need to do? To secure the opportunity, you’ll need to pay a $200 processing fee and share your passport details. Alright, I’ll send it. Great! I’ll share the payment link now.",1

"Hi, this is Kevin from WorkAtHome Solutions. We’re offering an exclusive online job opportunity where you can earn $4,000 per week. That sounds great! How do I apply? Just share your bank account details for payment processing, and pay a $100 application fee. Okay, send me the details. Perfect! I’ll forward them now.",1

"Good afternoon, this is Emma from Dream Jobs Agency. We’ve selected you for a remote position in a tech company with a $10,000 monthly salary. Wow! That’s great. What’s the process? You’ll need to pay $150 for the background check and share your social security number. Uh… okay, I’ll do it. Thank you! We’ll proceed right away.",1

"Hi, this is David from InstantLoans. We’re offering fast loans with guaranteed approval. That’s interesting. What’s the catch? No catch, just share your bank details and a $50 processing fee to get started. Okay, I’ll do that. Fantastic! I’ll guide you through the payment process now.",1

"Hello, this is Rachel from Global Wealth Partners. We’re offering an exclusive investment opportunity with guaranteed 50% returns in just three months. That’s incredible. What do you need from me? Just provide your bank account details and make an initial investment of $500. Uh… okay, I’ll send the money. Perfect, we’ll get started immediately.",1

"Hi, this is Mike from CareerBoost Agency. We’ve found a work-from-home job for you that pays $3,000 a week. That sounds amazing! What do I need to do? You’ll need to pay $50 for the training kit and share your credit card details. Okay, I’ll do it. Excellent! I’ll send you the payment link.",1

"Good evening, this is Laura from Premium Placements. You’ve been shortlisted for a managerial position in Canada. That’s great! What’s the next step? To finalize the process, pay $250 for visa processing and share your ID details. Alright, send me the details. Thank you! I’ll forward the payment link now.",1

"Hi, this is Peter from SecureLoan. We’re offering personal loans with no collateral. That’s interesting. How do I apply? Just share your bank details and pay a $100 application fee to get started. Okay, I’ll send the details. Thank you! Your loan will be processed soon.",1

"Hello, this is Samantha from Bonus Rewards. You’ve won $10,000 in our lucky draw! Wow, really? Yes! Just pay a $100 registration fee and share your bank details to claim your prize. Alright, I’ll do it. Great! I’ll send you the payment instructions now.",1

"Hey, it’s mom. Did you sleep well last night? Hi, mom! Yes, I did. You always stay up late; don’t ruin your health. I know, mom. I’ve been trying to sleep earlier. Good. By the way, when are you coming home? I miss you. I’ll visit this weekend. Okay, let me know so I can cook your favorite dishes. Love you! Love you too, mom.",0

"Hi, sweetheart! It’s me. How was your day? Hey! It was good, just tiring. What about you? Same, but I was thinking about you all day. Oh, that’s sweet. I miss you. I miss you too. Can we meet tomorrow? Of course, I’d love that. Let’s do dinner. Perfect. I’ll call you later to confirm. Love you! Love you too!",0

"Hello, beta. It’s your aunty. How are you? Hi, aunty! I’m good. How about you? I’m fine. Did you get the scarf I sent you? Yes, I did. It’s beautiful. Thank you so much! I’m so glad you liked it. By the way, how’s your mom? She’s doing well. Thank you for asking. That’s good to hear. Take care, and don’t forget to visit me soon, okay? I will, aunty.",0

"Hey, it’s me, your best friend. Guess what? What happened? I finally finished that project I was telling you about! Oh my God, that’s awesome! Tell me everything. So, I submitted it yesterday, and my manager loved it. That’s amazing! We need to celebrate. Yes, let’s do it this weekend. Perfect, I’m in!",0

"Hi, it’s your brother. How’s everything going? Hey! Everything’s good. How about you? I’m good too. Just checking in. Are you free to grab lunch this weekend? Sure, let’s do it. Great! I’ll call you to confirm the time. Sounds good. See you then!",0

"Hello, darling! It’s grandma. Have you been eating properly? Hi, grandma! Yes, I have. Don’t lie to me. You always skip meals. No, grandma, I promise. Good. And don’t forget to drink lots of water. Yes, grandma. I’ve been drinking plenty of water. That’s my good kid. Take care. Love you!",0

